CustomerID,actual_churn,predicted_churn,churn_probability,prediction_correct
50461,1,1,0.742750791890552,True
53112,1,1,0.7398311536419652,True
55217,1,1,0.7395218808905287,True
52456,1,1,0.7390321554687607,True
50196,0,1,0.7364875081329165,False
52123,1,1,0.7350559190329764,True
54953,1,1,0.7335766432855196,True
55625,0,1,0.7323282397889589,False
51964,0,1,0.731725895458207,False
50032,0,1,0.7302990387095255,False
53600,0,1,0.7292557378228292,False
55499,1,1,0.7264117289164289,True
52052,1,1,0.7243023296807506,True
50582,1,1,0.7243023296807506,True
50510,0,1,0.7216815319858537,False
51743,0,1,0.7199770305320957,False
53527,1,1,0.7196791718188009,True
54637,0,1,0.716466258948078,False
54913,1,1,0.7123266597042013,True
54759,1,1,0.7107441369700623,True
55451,1,1,0.7091737077935028,True
50080,1,1,0.7086296068908909,True
51552,0,1,0.7059094169923604,False
51214,1,1,0.7052473535249405,True
52009,1,1,0.7033694362813385,True
53289,1,1,0.6983492256451737,True
51842,0,1,0.698057141761698,False
52031,0,1,0.6977040064047959,False
52584,0,1,0.6929998430759571,False
55473,1,1,0.6929684584621656,True
54202,0,1,0.6927355157061615,False
51896,0,1,0.6906406168386039,False
50112,1,1,0.6902247732013581,True
54630,1,1,0.6897686079541472,True
51309,0,1,0.689384824812831,False
50162,1,1,0.6882438450835444,True
50888,1,1,0.6861498395707062,True
52732,0,1,0.6856729653122777,False
53666,1,1,0.6856676056810993,True
51630,0,1,0.6820108217300493,False
50256,0,1,0.6818302407389852,False
55407,1,1,0.677737191717126,True
53937,1,1,0.677737191717126,True
51582,1,1,0.6770687363506014,True
52015,1,1,0.6745197664433934,True
50512,1,1,0.6742362363894944,True
54322,0,1,0.6722190972883264,False
50959,1,1,0.6711464744277582,True
53929,0,1,0.6711175540949121,False
55339,0,1,0.670771424130064,False
53306,0,1,0.6659946512763463,False
53797,1,1,0.6621095695119427,True
52184,1,1,0.6599583769363632,True
50901,0,1,0.6586071451864052,False
51984,0,1,0.6563609364595346,False
52891,0,1,0.6550024645423694,False
52001,0,1,0.6522316606245062,False
50292,0,1,0.6497420145821706,False
51173,1,1,0.6476641545815496,True
52349,0,1,0.6473556780825872,False
51677,0,1,0.6471578806666678,False
53425,0,1,0.6463521154890494,False
51278,0,1,0.6424100608988665,False
52202,0,1,0.6402025514159522,False
52748,0,1,0.639853593211964,False
51528,1,1,0.6390902656917248,True
50058,1,1,0.6390902656917248,True
54378,1,1,0.6337274105382265,True
50815,1,1,0.6308332550292846,True
52576,0,1,0.6281696079213777,False
55332,1,1,0.627825227656142,True
54962,1,1,0.6264902101851404,True
55331,0,1,0.6249081917666452,False
54077,0,1,0.6221110944500061,False
51045,0,1,0.6191867693258846,False
55200,1,1,0.6146034890164601,True
51299,0,1,0.614177086573214,False
51548,0,1,0.6127822137071824,False
50078,0,1,0.6127822137071824,False
53241,0,1,0.6119964070470673,False
52339,0,1,0.6113662516272451,False
55563,0,1,0.6079514869906312,False
55082,0,1,0.6056369317708287,False
52174,1,1,0.6033285997086072,True
53840,0,1,0.6029979823919918,False
52235,0,1,0.6027792395003055,False
53256,0,1,0.6021587604122778,False
54366,1,1,0.6014543912649581,True
52977,1,1,0.6007056440589416,True
53716,0,1,0.5945038292216617,False
50516,0,1,0.5929211758738061,False
50765,0,1,0.5916857335491977,False
50244,1,1,0.587883398138485,True
51072,0,1,0.5869161645502358,False
52550,1,1,0.5867793354602749,True
55154,0,1,0.5865614751709866,False
51844,0,1,0.5854841282006542,False
50655,1,1,0.5830625992763372,True
51480,0,1,0.5821898408764772,False
53161,0,1,0.5805556564305209,False
52203,1,1,0.5797401203909192,True
55622,1,1,0.5753443133343153,True
50536,1,1,0.5749535017257882,True
52208,0,1,0.5742641815490309,False
50008,1,1,0.57385453059984,True
52006,1,1,0.5730765874368415,True
53415,0,1,0.5716264412429392,False
54885,0,1,0.5712162384768488,False
51258,0,1,0.5709960310585778,False
51388,1,1,0.5709111835395134,True
52728,0,1,0.5704601679344212,False
55165,0,1,0.5675550854312443,False
50036,0,1,0.5674701011146971,False
52835,1,1,0.56691929512608,True
54098,0,1,0.5664582593876627,False
54930,0,1,0.5630924308202421,False
54164,0,1,0.5610335193957348,False
54994,0,1,0.5604523004816495,False
50744,0,1,0.5537995397438003,False
50488,0,1,0.5531206810293058,False
54940,1,1,0.5515521340685454,True
54365,1,1,0.5514115903298924,True
53254,0,1,0.5504167540761042,False
53601,0,1,0.5468013940129512,False
52594,0,1,0.5466298507199868,False
51124,0,1,0.5453897713819191,False
54631,0,1,0.5420879403090777,False
51298,0,1,0.5394442237011067,False
52017,0,1,0.5390733253027087,False
55063,0,1,0.5382455746927818,False
55409,0,1,0.5372563596035463,False
52827,1,1,0.5353571389037962,True
54677,0,1,0.5352552897549168,False
54500,0,1,0.5344841315312117,False
53329,0,1,0.5336348996872485,False
54158,0,1,0.5283655840629876,False
53364,0,1,0.5271143155223565,False
54073,0,1,0.5262203483026128,False
50056,0,1,0.5257147653626423,False
50988,1,1,0.52529214562111,True
52214,0,1,0.5206453558989587,False
52871,0,1,0.519054321249786,False
51213,0,1,0.5184684267291875,False
55018,1,1,0.5175134607310509,True
55244,1,1,0.5160371010090014,True
52468,0,1,0.5149601054311552,False
55583,0,1,0.5149526297370364,False
54363,0,1,0.5144910879037461,False
52159,1,1,0.5124538536895278,True
52416,0,1,0.51092602994095,False
51346,1,1,0.5050819938603882,True
50479,0,1,0.504423752851053,False
